01intro-00-pi-000	pi	01intro	ภิกฺขุปาฏิโมกฺขปาลิ	9	ปุพฺพกิจฺจานิ อุโปสถกรณโต1 ปุพฺเพ นววิธํ ปุพฺพกิจฺจํ กาตพฺพํ โหติ. ตณฺฐานสมฺมชฺชนญฺจ ตตฺถ ปทีปุชฺชลนญฺจ อาสนปญฺญปนญฺจ ปานียปริโภชนียูปฏฺฐปนญฺจ ฉนฺทารหานํ ภิกฺขูนํ ฉนฺทาหรณญฺจ เตสญฺเญว อกตุโปสถานํ ปาริสุทฺธิยาปิ2 อาหรณญฺจ อุตุกฺขานญฺจ ภิกฺขุคณนา จ ภิกฺขุนีนโมวาโท จาติ. ตตฺถ ปุริเมสุ จตูสุ กิจฺเจสุ ปทีปกิจฺจํ อิทานิ สุริยาโลกสฺส อตฺถิตาย นตฺถิ อปรานิ ตีณิ3 ภิกฺขูนํ วตฺตํ ชานนฺเตหิ อารามิเกหิปิ ภิกฺขูหิปิ4 กตานิ ปรินิฏฺฐิตานิ โหนฺติ. ฉนฺทาหรณปาริสุทฺธิ อาหรณานิ5 ปน อิมิสฺสํ สีมายํ หตฺถปาสํ วิชหิตฺวา นิสินฺนานํ ภิกฺขูนํ อภาวโต นตฺถิ. อุตุกฺขานํ นาม เอตฺตกํ อติกฺกนฺตํ, เอตฺตกํ อวสิฏฺฐนฺติ เอวํ อุตุอาจิกฺขนํ; อุตูนีธ ปน สาสเน เหมนฺตคิมฺหวสฺสานานํ วเสน ตีณิ โหนฺติ. อยํ คิมฺโหตุ,6 อสฺมิญฺจ อุตุมฺหิ อฏฺฐ อุโปสถา, อิมินา ปกฺเขน เอโก อุโปสโถ สมฺปตฺโต, สตฺต อุโปสถา อวสิฏฺฐา,7 อิติ เอวํ สพฺเพหิ อายสฺมนฺเตหิ อุตุกฺขานํ ธาเรตพฺพํ. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุคณนา นาม อิมสฺมึ อุโปสถคฺเค อุโปสถตฺถาย8 สนฺนิปติตา ภิกฺขู เอตฺตกาติ ภิกฺขูนํ คณนา, อิมสฺมิมฺปน อุโปสถคฺเค9 จตฺตาโร ภิกฺขู10 สนฺนิปติตา โหนฺติ. อิติ สพฺเพหิ อายสฺมนฺเตหิ ภิกฺขุคณนาปิ ธาเรตพฺพา. (รับว่า เอวํ ภนฺเต* พร้อมกัน) ภิกฺขุนีนโมวาโท ปน อิทานิ ตาสํ นตฺถิตาย นตฺถิ. อิติ สกรโณกาสานํ ปุพฺพกิจฺจานํ กตตฺตา, นิกฺกรโณกาสานํ ปุพฺพกิจฺจานํ ปกติยา ปรินิฏฺฐิตตฺตา, เอวนฺตํ นววิธํ ปุพฺพกิจฺจํ ปรินิฏฺฐิตํ โหติ. นิฏฺฐิเต จ ปุพฺพกิจฺเจ สเจ โส ทิวโส จาตุทฺทสีปณฺณรสีสามคฺคีนมญฺญตโร ยถาชฺช อุโปสโถ11 ปณฺณรโส12 ยาวติกา จ ภิกฺขู กมฺมปฺปตฺตา สงฺฆุโปสถารหา จตฺตาโร13 วา ตโต วา อติเรกา ปกตตฺตา ปาราชิกํ อนาปนฺนา สงฺเฆน วา อนุกฺขิตฺตา, เต จ โข หตฺถปาสํ อวิชหิตฺวา เอกสีมายํ ฐิตา, เตสญฺจ วิกาลโภชนาทิวเสน วตฺถุสภาคาปตฺติโย เจ น วิชฺชนฺติ; เตสญฺจ หตฺถปาเส หตฺถปาสโต พหิกรณวเสน วชฺเชตพฺโพ โกจิ วชฺชนียปุคฺคโล เจ นตฺถิ. __________________ *ถ้าผู้สวดอ่อนพรรษากว่า พึงเว้นคำว่า “ภนฺเต” เสีย หรือเปลี่ยนเป็น อาวุโส เอวนฺตํ อุโปสถกมฺมํ14 อิเมหิ จตูหิ ลกฺขเณหิ สงฺคหิตํ ปตฺตกลฺลํ นาม โหติ กาตุํ ยุตฺตรูปํ. อุโปสถกมฺมสฺส15 ปตฺตกลฺลตฺตํ วิทิตฺวา อิทานิ กริยมาโน อุโปสโถ สงฺเฆน อนุมาเนตพฺโพ.16 (รับว่า สาธุ พร้อมกัน) ในลำดับนี้ ท่านผู้มีอาวุโสอยู่ในที่ประชุมนั้น พึง กล่าว อัชเฌสนา ดังนี้ ปุพฺพกรณปุพฺพกิจฺจานิ สมาเปตฺวา อิมสฺส นิสินฺนสฺส ภิกฺขุสงฺฆสฺส อนุมติยา ปาฏิโมกฺขํ อุทฺเทสิตุํ* อชฺเฌสนํ กโรมิ. __________________ *ใช้คำว่า อุทฺทิสิตุํ ก็มี ถ้าเป็นวันปวารนา พึงว่า ปวารณาญตฺติํ ฐเปตุํ นโม ตสฺส ภควโต อรหโต สมฺมาสมฺพุทฺธสฺส. (3 ครั้ง) สุณาตุ เม ภนฺเต สงฺโฆ. อชฺชุโปสโถ ปณฺณรโส.* ยทิ สงฺฆสฺส ปตฺตกลฺลํ, สงฺโฆ อุโปสถํ กเรยฺย, ปาฏิโมกฺขํ อุทฺทิเสยฺย. กึ สงฺฆสฺส ปุพฺพกิจฺจํ, ปาริสุทฺธึ อายสฺมนฺโต อาโรเจถ, ปาฏิโมกฺขํ อุทฺทิสิสฺสามิ. ตํ สพฺเพว สนฺตา สาธุกํ สุโณม มนสิกโรม. ยสฺส สิยา อาปตฺติ, โส อาวิกเรยฺย, อสนฺติยา อาปตฺติยา ตุณฺหี ภวิตพฺพํ. ตุณฺหีภาเวน โข ปนายสฺมนฺเต ปริสุทฺธาติ เวทิสฺสามิ. ยถา โข ปน ปจฺเจกปุฏฺฐสฺส เวยฺยากรณํ โหติ, เอวเมวํ เอวรูปาย ปริสาย ยาวตติยํ อนุสฺสาวิตํ โหติ. โย ปน ภิกฺขุ ยาวตติยํ อนุสฺสาวิยมาเน สรมาโน สนฺตึ อาปตฺตึ นาวิกเรยฺย, สมฺปชานมุสาวาทสฺส โหติ, สมฺปชานมุสาวาโท โข ปนายสฺมนฺโต อนฺตรายิโก ธมฺโม วุตฺโต ภควตา; ตสฺมา สรมาเนน ภิกฺขุนา อาปนฺเนน วิสุทฺธาเปกฺเขน สนฺตี อาปตฺติ อาวิกาตพฺพา, อาวิกตา หิสฺส ผาสุ โหติ. นิทานํ นิฏฺฐิตํ. __________________ * ถ้าเป็น 14 คำ พึงว่า จาตุทฺทโส ปาราชิกุทฺเทโส ตตฺริเม จตฺตาโร ปาราชิกา ธมฺมา อุทฺเทสํ อาคจฺฉนฺติ.
08pajit-12-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	อัญญะวาทะเก วิเหสะเก ปาจิตติยัง. พระภิกขุปาฏิโมกข์
08pajit-13-pi-005	pi	08pajit	ปาจิตฺติยา	30	อุชฺฌาปนเก ขิยฺยนเก ปาจิตฺติยํ.
08pajit-13-ro-027	ro	08pajit	PĀCITTIYĀ	142	Ujjhāpanake khiyyanake pācittiyaṁ.
08pajit-13-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	อุชฌาปะนะเก ขิยยะนะเก ปาจิตติยัง.
08pajit-14-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ สงฺฆิกํ มญฺจํ วา ปีฐํ วา ภิสึ วา โกจฺฉํ วา อชฺโฌกาเส สนฺถริตฺวา วา สนฺถราเปตฺวา วา ตํ ปกฺกมนฺโต เนว อุทฺธเรยฺย น อุทฺธราเปยฺย อนาปุจฺฉํ วา คจฺเฉยฺย, ปาจิตฺติยํ.
08pajit-14-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu saṅghikaṁ mañcaṁ vā pīthaṁ vā bhisiṁ vā kocchaṁ vā ajjhokāse santharitvā vā santharāpetvā vā, taṁ pakkamanto n’eva uddhareyya na uddharāpeyya, anāpucchaṁ vā gaccheyya, pācittiyaṁ.
08pajit-14-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ สังฆิกัง มัญจัง วา ปีฐัง วา ภิสิง วา โกจฉัง วา อัชโฌกาเส สันถะริต๎วา วา สันถะราเปต๎วา วา, ตัง ปักกะมันโต เนวะ อุทธะเรยยะ นะ อุทธะราเปยยะ อะนาปุจฉัง วา คัจเฉยยะ, ปาจิตติยัง.
08pajit-15-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ สงฺฆิเก วิหาเร เสยฺยํ สนฺถริตฺวา วา สนฺถราเปตฺวา วา ตํ ปกกฺมนฺโต เนว อุทฺธเรยฺย น อุทฺธราเปยฺย อนาปุจฺฉํ วา คจฺเฉยฺย, ปาจิตฺติยํ.
08pajit-15-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu saṅghike vihāre seyyaṁ santharitvā vā santharāpetvā vā taṁ pakkamanto n’eva uddhareyya na uddharāpeyya, anāpucchaṁ vā gaccheyya, pācittiyaṁ.
08pajit-15-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ สังฆิเก วิหาเร เสยยัง สันถะริต๎วา วา สันถะราเปต๎วา วา ตัง ปักกะมันโต เนวะ อุทธะเรยยะ นะ อุทธะราเปยยะ อะนาปุจฉัง วา คัจเฉยยะ, ปาจิตติยัง.
08pajit-16-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ สงฺฆิเก วิหาเร ชานํ ปุพฺพูปคตํ ภิกฺขุํ อนูปขชฺช เสยฺยํ กปฺเปยฺย “ยสฺส สมฺพาโธ ภวิสฺสติ, โส ปกฺกมิสฺสตีติ เอตเทว ปจฺจยํ กริตฺวา อนญฺญํ , ปาจิตฺติยํ.
08pajit-16-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu saṅghike vihāre jānaṁ pubbūpagataṁ bhikkhuṁ anūpakhajja seyyaṁ kappeyya, “yassa sambādho bhavissati, so pakkamissatī”ti. Etadeva paccayaṁ karitvā anaññaṁ pācittiyaṁ.
08pajit-16-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ สังฆิเก วิหาเร ชานัง ปุพพูปะคะตัง ภิกขุง อะนูปะขัชชะ เสยยัง กัปเปยยะ “ยัสสะ สัมพาโธ ภะวิสสะติ, โส ปักกะมิสสะตีติ เอตะเทวะ ปัจจะยัง กะริต๎วา อะนัญญัง, ปาจิตติยัง.
08pajit-17-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ภิกฺขุํ กุปิโต อนตฺตมโน สงฺฆิกา วิหารา นิกฺกฑฺเฒยฺย วา นิกฺกฑฺฒาเปยฺย วา, ปาจิตฺติยํ.
08pajit-17-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu bhikkhuṁ kupito anattamano saṅghikā vihārā nikkaḍḍheyya vā nikkaḍḍhāpeyya vā, pācittiyaṁ.
08pajit-17-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ภิกขุง กุปิโต อะนัตตะมะโน สังฆิกา วิหารา นิกกัฑเฒยยะ วา นิกกัฑฒาเปยยะ วา, ปาจิตติยัง.
08pajit-18-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ สงฺฆิเก วิหาเร อุปริเวหาสกุฏิยา อาหจฺจปาทกํ มญฺจํ วา ปีฐํ วา อภินิสีเทยฺย วา อภินิปชฺเชยฺย วา, ปาจิตฺติยํ.
08pajit-18-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu saṅghike vihāre uparivehāsakuṭiyā āhaccapādakaṁ mañcaṁ vā pīṭhaṁ vā abhinisīdeyya vā abhinipajjeyya vā, pācittiyaṁ.
08pajit-18-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ สังฆิเก วิหาเร อุปะริเวหาสะกุฏิยา อาหัจจะปาทะกัง มัญจัง วา ปีฐัง วา อะภินิสีเทยยะ วา อะภินิปัชเชยยะ วา, ปาจิตติยัง.
08pajit-19-pi-005	pi	08pajit	ปาจิตฺติยา	30	มหลฺลกมฺปน ภิกฺขุนา วิหารํ การยมาเนน ยาว ทฺวารโกสา อคฺคลฏฺฐปนาย อาโลกสนฺธิปริกมฺมาย ทฺวิตฺติจฺฉทนสฺส ปริยายํ อปฺปหริเต ฐิเตน อธิฏฺฐาตพฺพํ, ตโต เจ อุตฺตรึ อปฺปหริเตปิ ฐิโต อธิฏฺฐเหยฺย, ปาจิตฺติยํ.
08pajit-19-ro-027	ro	08pajit	PĀCITTIYĀ	142	Mahallakaṁ pana bhikkhunā vihāraṁ kārayamānena yāva dvārakosā aggalaṭṭhapanāya ālokasandhiparikammāya dvitticchadanassa pariyāyaṁ appaharite ṭhitena adhiṭṭhātabbaṁ, tato ce uttariṁ appaharite’pi ṭhito adhiṭṭhaheyya, pācittiyaṁ.
08pajit-19-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	มะหัลละกัมปะนะ ภิกขุนา วิหารัง การะยะมาเนนะ ยาวะ ท๎วาระโกสา อัคคะลัฏฐะปะนายะ พระภิกขุปาฏิโมกข์ อาโลกะสันธิปะริกัมมายะ ท๎วิตติจฉะทะนัสสะ ปะริยายัง อัปปะหะริเต ฐิเตนะ อะธิฏฐาตัพพัง, ตะโต เจ อุตตะริง อัปปะหะริเตปิ ฐิโต อะธิฏฐะเหยยะ, ปาจิตติยัง.
08pajit-20-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ชานํ สปฺปาณกํ อุทกํ ติณํ วา มตฺติกํ วา สิญฺเจยฺย วา สิญฺจาเปยฺย วา, ปาจิตฺติยํ. ภูตคามวคฺโค ทุติโย.
08pajit-20-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu jānaṁ sappāṇakaṁ udakaṁ tiṇaṁ vā mattikaṁ vā siñceyya vā siñcāpeyya vā, pācittiyaṁ. Bhūtagāmavaggo dutiyo.
08pajit-20-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ชานัง สัปปาณะกัง อุทะกัง ติณัง วา มัตติกัง วา สิญเจยยะ วา สิญจาเปยยะ วา, ปาจิตติยัง. ภูตะคามะวัคโค ทุติโย
08pajit-21-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ อสมฺมโต ภิกฺขุนิโย โอวเทยฺย, ปาจิตฺติยํ.
08pajit-21-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu asammato bhikkhuniyo ovadeyya, pācittiyaṁ.
08pajit-21-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ อะสัมมะโต ภิกขุนิโย โอวะเทยยะ, ปาจิตติยัง.
08pajit-22-pi-005	pi	08pajit	ปาจิตฺติยา	30	สมฺมโตปิ เจ ภิกฺขุ อตฺถงฺคเต สุริเย ภิกฺขุนิโย โอวเทยฺย, ปาจิตฺติยํ.
08pajit-22-ro-027	ro	08pajit	PĀCITTIYĀ	142	Sammato’pi ce bhikkhu atthaṅgate suriye bhikkhu niyo ovadeyya, pācittiyaṁ.
08pajit-22-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	สัมมะโตปิ เจ ภิกขุ อัตถังคะเต สุริเย ภิกขุนิโย โอวะเทยยะ, ปาจิตติยัง.
08pajit-23-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ภิกฺขุนูปสฺสยํ อุปสงฺกมิตฺวา ภิกฺขุนิโย โอวเทยฺย, อญฺญตฺร สมยา, ปาจิตฺติยํ. ตตฺถายํ สมโย; คิลานา โหติ ภิกฺขุนี, อยํ ตตฺถ สมโย.
08pajit-23-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu bhikkhunūpassayaṁ upasaṅkamitvā bhikkhuniyo ovadeyya aññatra samayā, pācittiyaṁ. Tatthāyaṁ samayo, gilānā hoti bhikkhuni, ayaṁ tattha samayo.
08pajit-23-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ภิกขุนูปัสสะยัง อุปะสังกะมิต๎วา ภิกขุนิโย โอวะเทยยะ, อัญญัต๎ระ สะมะยา, ปาจิตติยัง, ตัตถายัง สะมะโย, คิลานา โหติ ภิกขุนี, อะยัง ตัตถะ สะมะโย.
08pajit-24-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ เอวํ วเทยฺย “อามิสเหตุ ภิกฺขู ภิกฺขุนิโย โอวทนฺตีติ, ปาจิตฺติยํ.
08pajit-24-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu evaṁ vadeyya, “āmisahetu bhikkhū bhikkhuniyo ovadantī”ti, pācittiyaṁ.
08pajit-24-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ เอวัง วะเทยยะ “อามิสะเหตุ ภิกขู ภิกขุนิโย โอวะทันตีติ, ปาจิตติยัง.
08pajit-25-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ อญฺญาติกาย ภิกฺขุนิยา จีวรํ ทเทยฺย อญฺญตฺร ปาริวฏฺฏกา, ปาจิตฺติยํ.
08pajit-25-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu aññātikāya bhikkhuniyā cīvaraṁ dadeyya aññatra pārivaṭṭakā, pācittiyaṁ.
08pajit-25-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ อัญญาติกายะ ภิกขุนิยา จีวะรัง ทะเทยยะ อัญญัต๎ระ ปาริวัฏฏะกา, ปาจิตติยัง.
08pajit-26-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ อญฺญาติกาย ภิกฺขุนิยา จีวรํ สิพฺเพยฺย วา สิพฺพาเปยฺย วา, ปาจิตฺติยํ.
08pajit-26-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu aññātikāya bhikkhuniyā cīvaraṁ sibbeyya vā sibbāpeyya vā, pācittiyaṁ.
08pajit-26-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ อัญญาติกายะ ภิกขุนิยา จีวะรัง สิพเพยยะ วา สิพพาเปยยะ วา, ปาจิตติยัง.
08pajit-27-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ภิกฺขุนิยา สทฺธึ สํวิธาย เอกทฺธานมคฺคํ ปฏิปชฺเชยฺย อนฺตมโส คามนฺตรมฺปิ อญฺญตฺร สมยา, ปาจิตฺติยํ. ตตฺถายํ สมโย: สตฺถคมนีโย โหติ มคฺโค สาสงฺกสมฺมโต สปฺปฏิภโย, อยํ ตตฺถ สมโย.
08pajit-27-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu bhikkhuniyā saddhiṁ saṁvidhāya ekaddhānamaggaṁ paṭipajjeyya antamaso gāmantaram’pi aññatra samayā, pācittiyaṁ. Tatthāyaṁ samayo. Satthagamanīyo hoti maggo sāsaṅkasammato sappaṭibhayo. Ayaṁ tattha samayo.
08pajit-27-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ภิกขุนิยา สัทธิง สังวิธายะ พระภิกขุปาฏิโมกข์ เอกัทธานะมัคคัง ปะฏิปัชเชยยะ อันตะมะโส คามันตะรัมปิ อัญญัต๎ระ สะมะยา, ปาจิตติยัง. ตัตถายัง สะมะโย. สัตถะคะมะนีโย โหติ มัคโค สาสังกะสัมมะโต สัปปะฏิภะโย, อะยัง ตัตถะ สะมะโย.
08pajit-28-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ภิกฺขุนิยา สทฺธึ สํวิธาย เอกํ นาวํ อภิรูเหยฺย อุทฺธคามินึ วา อโธคามินึ วา อญฺญตฺร ติริยนฺตรณาย, ปาจิตฺติยํ.
08pajit-28-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu bhikkhuniyā saddhiṁ saṁvidhāya ekaṁ nāvaṁ abhirūheyya uddhagāminiṁ vā adhogāminiṁ vā aññatra tiriyantaraṇāya, pācittiyaṁ.
08pajit-28-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ภิกขุนิยา สัทธิง สังวิธายะ เอกัง นาวัง อะภิรูเหยยะ อุทธะคามินิง วา อะโธคามินิง วา อัญญัต๎ระ ติริยันตะระณายะ, ปาจิตติยัง.
08pajit-29-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ชานํ ภิกฺขุนีปริปาจิตํ ปิณฺฑปาตํ ภุญฺเชยฺย อญฺญตฺร ปุพฺเพ คิหิสมารมฺภา, ปาจิตฺติยํ.
08pajit-29-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu jānaṁ bhikkhunīparipācitaṁ piṇḍapātaṁ bhuñjeyya aññatra pubbe gihisamārambhā, pācittiyaṁ.
08pajit-29-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ชานัง ภิกขุนีปะริปาจิตัง ปิณฑะปาตัง ภุญเชยยะ อัญญัต๎ระ ปุพเพ คิหิสะมารัมภา, ปาจิตติยัง.
08pajit-30-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ภิกฺขุนิยา สทฺธึ เอโก เอกาย รโห นิสชฺชํ กปฺเปยฺย, ปาจิตฺติยํ. โอวาทวคฺโค ตติโย.
08pajit-30-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu bhikkhuniyā saddhiṁ eko ekāya raho nisajjaṁ kappeyya, pācittiyaṁ. Ovādavaggo tatiyo.
08pajit-30-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ภิกขุนิยา สัทธิง เอโก เอกายะ ระโห นิสัชชัง กัปเปยยะ, ปาจิตติยัง. โอวาทะวัคโค ตะติโย.
08pajit-31-pi-005	pi	08pajit	ปาจิตฺติยา	30	อคิลาเนน ภิกฺขุนา เอโก อาวสถปิณฺโฑ ภุญฺชิตพฺโพ; ตโต เจ อุตฺตรึ ภุญฺเชยฺย, ปาจิตฺติยํ.
08pajit-31-ro-027	ro	08pajit	PĀCITTIYĀ	142	Agilānena bhikkhunā eko āvasathapiṇḍo bhuñjitabbo, tato ce uttariṁ bhuñjeyya, pācittiyaṁ.
08pajit-31-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	อะคิลาเนนะ ภิกขุนา เอโก อาวะสะถะปิณโฑ ภุญชิตัพโพ, ตะโต เจ อุตตะริง ภุญเชยยะ, ปาจิตติยัง.
08pajit-32-pi-005	pi	08pajit	ปาจิตฺติยา	30	คณโภชเน อญฺญตฺร สมยา ปาจิตฺติยํ. ตตฺถายํ สมโย: คิลานสมโย จีวรทานสมโย จีวรการสมโย อทฺธานคมนสมโย นาวาภิรูหนสมโย มหาสมโย สมณภตฺตสมโย, อยํ ตตฺถ สมโย.
08pajit-32-ro-027	ro	08pajit	PĀCITTIYĀ	142	Gaṇabhojane aññatra samayā, pācittiyaṁ. Tatthāyaṁ samayo. Gilānasamayo, cīvaradānasamayo, cīvarakārasamayo, addhānagamanasamayo, nāvābhirūhanasamayo, mahāsamayo, samaṇabhattasamayo, ayaṁ tattha samayo.
08pajit-32-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	คะณะโภชะเน อัญญัต๎ระ สะมะยา, ปาจิตติยัง, ตัตถายัง สะมะโย คิลานะสะมะโย จีวะระทานะสะมะโย จีวะระการะสะมะโย อัทธานะคะมะนะสะมะโย นาวาภิรูหะนะสะมะโย มะหาสะมะโย สะมะณะภัตตะสะมะโย, อะยัง ตัตถะ สะมะโย.
08pajit-33-pi-005	pi	08pajit	ปาจิตฺติยา	30	ปรมฺปรโภชเน อญฺญตฺร สมยา ปาจิตฺติยํ. ตตฺถายํ สมโย: คิลานสมโย จีวรทานสมโย จีวรการสมโย, อยํ ตตฺถ สมโย.
08pajit-33-ro-027	ro	08pajit	PĀCITTIYĀ	142	Paramparabhojane aññatra samayā, pācittiyaṁ. Tatthāyaṁ samayo gilānasamayo, cīvaradānasamayo, cīvarakārasamayo. Ayaṁ tattha samayo.
08pajit-33-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	ปะรัมปะระโภชะเน อัญญัต๎ระ สะมะยา พระภิกขุปาฏิโมกข์ ปาจิตติยัง. ตัตถายัง สะมะโย. คิลานะสะมะโย จีวะระ- ทานะสะมะโย จีวะระการะสะมะโย, อะยัง ตัตถะ สะมะโย.
08pajit-34-pi-005	pi	08pajit	ปาจิตฺติยา	30	ภิกฺขุํ ปเนว กุลํ อุปคตํ ปูเวหิ วา มนฺเถหิ วา อภิหฏฺฐุมฺปวาเรยฺย, อากงฺขมาเนน ภิกฺขุนา ทฺวิตฺติปตฺตปูรา ปฏิคฺคเหตพฺพา: ตโต เจ อุตฺตรึ ปฏิคฺคณฺเหยฺย, ปาจิตฺติยํ. ทฺวิตฺติปตฺตปูเร ปฏิคฺคเหตฺวา ตโต นีหริตฺวา ภิกฺขูหิ สทฺธึ สํวิภชิตพฺพํ อยํ ตตฺถ สามีจิ.
08pajit-34-ro-027	ro	08pajit	PĀCITTIYĀ	142	Bhikkhuṁ pan’eva kulaṁ upagataṁ pūvehi vā manthehi vā abhihaṭṭhuṁ pavāreyya, ākaṇkhamānena bhikkhunā dvittipattapūrā paṭiggahetabbā. Tato ce uttariṁ paṭiggaṇheyya, pācittiyaṁ. Dvittipattapūre paṭiggahetvā tato nīharitvā bhikkhūhi saddhiṁ saṁvibhajitabbaṁ. Ayaṁ tattha sāmīci.
08pajit-34-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	ภิกขุง ปะเนวะ กุลัง อุปะคะตัง ปูเวหิ วา มันเถหิ วา อะภิหัฏฐุมปะวาเรยยะ, อากังขะมาเนนะ ภิกขุนา ท๎วิตติปัตตะปูรา ปะฏิคคะเหตัพพา, ตะโต เจ อุตตะริง ปะฏิคคัณเหยยะ, ปาจิตติยัง. ท๎วิตติปัตตะปูเร ปะฏิคคะเหต๎วา ตะโต นีหะริต๎วา ภิกขูหิ สัทธิง สังวิภะชิตัพพัง, อะยัง ตัตถะ สามีจิ.
08pajit-35-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ภุตฺตาวี ปวาริโต อนติริตฺตํ ขาทนียํ วา โภชนียํ วา ขาเทยฺย วา ภุญฺเชยฺย วา, ปาจิตฺติยํ.
08pajit-35-ro-027	ro	08pajit	PĀCITTIYĀ	142	Yo pana bhikkhu bhuttāvī pavārito anatirittaṁ khādanīyaṁ vā bhojanīyaṁ vā khādeyya vā bhuñjeyya vā, pācittiyaṁ.
08pajit-35-th-015	th	08pajit	ปาจิตตีย์ ๙๒	81	โย ปะนะ ภิกขุ ภุตตาวี ปะวาริโต อะนะติริตตัง ขาทะนียัง วา โภชะนียัง วา ขาเทยยะ วา ภุญเชยยะ วา, ปาจิตติยัง.
08pajit-36-pi-005	pi	08pajit	ปาจิตฺติยา	30	โย ปน ภิกฺขุ ภิกฺขุํ ภุตฺตาวึ ปวาริตํ อนติริตฺเตน ขาทนีเยน วา โภชนีเยน วา อภิหฏฺฐุมฺปวาเรยฺย “หนฺท ภิกฺขุ ขาท วา ภุญฺช วาติ ชานํ อาสาทนาเปกฺโข, ภุตฺตสฺมึ ปาจิตฺติยํ.
